seqnames	start	end	width	strand	region_name	SHSY5Y_H3K27ac_norm	SHSY5Y_H3K4me1_norm	SHSY5Y_H3K4me3_norm	SHSY5Y_H3K27me3_norm	SHSY5Y_GATA2_norm	SHSY5Y_GATA3_norm	SKNSH_CTCF_norm	SKNSH_H3K27me3_norm	BE2C_PHOX2B_norm	BE2C_HAND2_norm	BE2C_MYCN_norm	BE2C_ISL1_norm	BE2C_TBX2_norm	BE2C_GATA3_norm	Kelly_GATA3_norm	Kelly_ISL1_norm	Kelly_HAND2_norm	Kelly_MYCN_norm	Kelly_PHOX2B_norm	Kelly_TBX2_norm	Kelly_LMO1_norm	Kelly_ASCL1_norm	CLB.GA_PHOX2B_norm	CLB.GA_GATA3_norm	CLB.GA_HAND2_norm	SHSY5Y_ATAC_norm
chr4	40750268	40751269	1002	*	Region_1	125.748502994012	43.9121756487026	254.491017964072	10.9780439121756	63.872255489022	24.9500998003992	26.9461077844311	13.9720558882236	16.9660678642715	11.9760479041916	6.98602794411178	14.9700598802395	13.9720558882236	21.9560878243513	10.9780439121756	13.9720558882236	13.9720558882236	7.98403193612774	5.98802395209581	7.98403193612774	12.9740518962076	8.98203592814371	13.9720558882236	3.99201596806387	19.9600798403194	238.522954091816
chr4	40755453	40756454	1002	*	Region_3	2.9940119760479	4.99001996007984	2.9940119760479	3.99201596806387	34.9301397205589	37.9241516966068	13.9720558882236	11.9760479041916	14.9700598802395	3.99201596806387	6.98602794411178	6.98602794411178	6.98602794411178	6.98602794411178	11.9760479041916	11.9760479041916	7.98403193612774	3.99201596806387	3.99201596806387	4.99001996007984	8.98203592814371	2.9940119760479	11.9760479041916	6.98602794411178	7.98403193612774	41.9161676646707
chr4	40789972	40790973	1002	*	Region_13	0.998003992015968	0.998003992015968	0	4.99001996007984	24.9500998003992	29.940119760479	7.98403193612774	15.9680638722555	5.98802395209581	9.98003992015968	5.98802395209581	8.98203592814371	9.98003992015968	9.98003992015968	8.98203592814371	13.9720558882236	11.9760479041916	4.99001996007984	19.9600798403194	12.9740518962076	13.9720558882236	1.99600798403194	7.98403193612774	14.9700598802395	20.9580838323353	26.9461077844311
chr4	40797320	40798321	1002	*	Region_17	0	0.998003992015968	2.9940119760479	4.99001996007984	23.9520958083832	42.9141716566866	13.9720558882236	16.9660678642715	8.98203592814371	8.98203592814371	4.99001996007984	8.98203592814371	6.98602794411178	2.9940119760479	9.98003992015968	13.9720558882236	18.9620758483034	4.99001996007984	9.98003992015968	8.98203592814371	6.98602794411178	6.98602794411178	17.9640718562874	7.98403193612774	12.9740518962076	37.9241516966068
chr4	40798470	40799471	1002	*	Region_18	1.99600798403194	1.99600798403194	1.99600798403194	1.99600798403194	14.9700598802395	27.9441117764471	7.98403193612774	10.9780439121756	7.98403193612774	7.98403193612774	1.99600798403194	8.98203592814371	5.98802395209581	11.9760479041916	10.9780439121756	8.98203592814371	14.9700598802395	12.9740518962076	8.98203592814371	12.9740518962076	14.9700598802395	9.98003992015968	14.9700598802395	6.98602794411178	24.9500998003992	14.9700598802395
chr4	40801827	40802828	1002	*	Region_20	2.9940119760479	1.99600798403194	2.9940119760479	4.99001996007984	18.9620758483034	18.9620758483034	5.98802395209581	11.9760479041916	4.99001996007984	7.98403193612774	2.9940119760479	9.98003992015968	2.9940119760479	3.99201596806387	12.9740518962076	9.98003992015968	11.9760479041916	9.98003992015968	9.98003992015968	11.9760479041916	14.9700598802395	7.98403193612774	14.9700598802395	2.9940119760479	23.9520958083832	16.9660678642715
chr4	40815985	40816986	1002	*	Region_27	1.99600798403194	3.99201596806387	3.99201596806387	2.9940119760479	23.9520958083832	26.9461077844311	8.98203592814371	8.98203592814371	13.9720558882236	16.9660678642715	2.9940119760479	10.9780439121756	8.98203592814371	6.98602794411178	11.9760479041916	12.9740518962076	13.9720558882236	6.98602794411178	12.9740518962076	11.9760479041916	12.9740518962076	4.99001996007984	12.9740518962076	8.98203592814371	13.9720558882236	23.9520958083832
chr4	40821309	40822310	1002	*	Region_31	4.99001996007984	0	0	0.998003992015968	35.9281437125749	32.9341317365269	11.9760479041916	3.99201596806387	1.99600798403194	8.98203592814371	0	10.9780439121756	9.98003992015968	20.9580838323353	3.99201596806387	12.9740518962076	15.9680638722555	1.99600798403194	3.99201596806387	10.9780439121756	8.98203592814371	4.99001996007984	8.98203592814371	2.9940119760479	16.9660678642715	49.9001996007984
chr4	40823331	40824332	1002	*	Region_33	7.98403193612774	1.99600798403194	2.9940119760479	3.99201596806387	29.940119760479	21.9560878243513	14.9700598802395	7.98403193612774	5.98802395209581	7.98403193612774	1.99600798403194	11.9760479041916	7.98403193612774	12.9740518962076	8.98203592814371	4.99001996007984	16.9660678642715	1.99600798403194	6.98602794411178	4.99001996007984	9.98003992015968	2.9940119760479	1.99600798403194	9.98003992015968	8.98203592814371	70.8582834331337
chr4	40831032	40832033	1002	*	Region_37	0	1.99600798403194	0	3.99201596806387	29.940119760479	11.9760479041916	20.9580838323353	4.99001996007984	5.98802395209581	13.9720558882236	3.99201596806387	2.9940119760479	7.98403193612774	10.9780439121756	15.9680638722555	16.9660678642715	15.9680638722555	9.98003992015968	0	6.98602794411178	11.9760479041916	4.99001996007984	9.98003992015968	13.9720558882236	15.9680638722555	12.9740518962076
chr4	40833364	40834365	1002	*	Region_39	5.98802395209581	5.98802395209581	1.99600798403194	3.99201596806387	35.9281437125749	18.9620758483034	6.98602794411178	9.98003992015968	9.98003992015968	30.938123752495	6.98602794411178	17.9640718562874	23.9520958083832	10.9780439121756	13.9720558882236	14.9700598802395	29.940119760479	5.98802395209581	5.98802395209581	17.9640718562874	11.9760479041916	7.98403193612774	14.9700598802395	6.98602794411178	23.9520958083832	66.8662674650699
chr4	40835504	40836505	1002	*	Region_40	2.9940119760479	11.9760479041916	4.99001996007984	1.99600798403194	31.936127744511	25.9481037924152	17.9640718562874	6.98602794411178	10.9780439121756	8.98203592814371	2.9940119760479	9.98003992015968	13.9720558882236	6.98602794411178	9.98003992015968	18.9620758483034	15.9680638722555	10.9780439121756	2.9940119760479	7.98403193612774	5.98802395209581	5.98802395209581	0.998003992015968	7.98403193612774	9.98003992015968	41.9161676646707
chr4	40842157	40843158	1002	*	Region_43	7.98403193612774	17.9640718562874	1.99600798403194	2.9940119760479	30.938123752495	22.9540918163673	17.9640718562874	5.98802395209581	9.98003992015968	7.98403193612774	3.99201596806387	5.98802395209581	10.9780439121756	19.9600798403194	11.9760479041916	7.98403193612774	23.9520958083832	6.98602794411178	3.99201596806387	4.99001996007984	7.98403193612774	5.98802395209581	10.9780439121756	4.99001996007984	10.9780439121756	63.872255489022
chr4	40847160	40848161	1002	*	Region_45	1.99600798403194	5.98802395209581	3.99201596806387	1.99600798403194	32.9341317365269	32.9341317365269	12.9740518962076	7.98403193612774	5.98802395209581	12.9740518962076	3.99201596806387	12.9740518962076	9.98003992015968	15.9680638722555	9.98003992015968	8.98203592814371	14.9700598802395	6.98602794411178	10.9780439121756	15.9680638722555	12.9740518962076	2.9940119760479	5.98802395209581	14.9700598802395	24.9500998003992	26.9461077844311
chr4	40858974	40859975	1002	*	Region_52	5.98802395209581	28.9421157684631	0.998003992015968	7.98403193612774	40.9181636726547	21.9560878243513	21.9560878243513	10.9780439121756	7.98403193612774	13.9720558882236	8.98203592814371	7.98403193612774	11.9760479041916	14.9700598802395	10.9780439121756	13.9720558882236	8.98203592814371	2.9940119760479	2.9940119760479	5.98802395209581	9.98003992015968	3.99201596806387	6.98602794411178	7.98403193612774	12.9740518962076	66.8662674650699
chr4	40863876	40864877	1002	*	Region_55	2.9940119760479	2.9940119760479	2.9940119760479	1.99600798403194	27.9441117764471	17.9640718562874	9.98003992015968	7.98403193612774	4.99001996007984	4.99001996007984	3.99201596806387	5.98802395209581	5.98802395209581	7.98403193612774	11.9760479041916	9.98003992015968	10.9780439121756	3.99201596806387	1.99600798403194	3.99201596806387	13.9720558882236	4.99001996007984	11.9760479041916	9.98003992015968	11.9760479041916	18.9620758483034
chr4	40874819	40875820	1002	*	Region_62	4.99001996007984	14.9700598802395	0	4.99001996007984	12.9740518962076	26.9461077844311	10.9780439121756	9.98003992015968	13.9720558882236	9.98003992015968	4.99001996007984	8.98203592814371	6.98602794411178	10.9780439121756	7.98403193612774	18.9620758483034	13.9720558882236	3.99201596806387	5.98802395209581	10.9780439121756	24.9500998003992	4.99001996007984	13.9720558882236	22.9540918163673	18.9620758483034	37.9241516966068
