Region_Gene Region_pvalue Region_fdr Region_estimate Region_Chr Region_start Region_end Region_bins Region_BINS
Region_1 7.368038847190132e-12 2.778364648627946e-10 -0.025566425702765946 chr4 40749315 40752221 PHOX2B.00004,PHOX2B.00009,PHOX2B.00010,PHOX2B.00013,PHOX2B.00014,PHOX2B.00015,PHOX2B.00016,PHOX2B.00017,PHOX2B.00018,PHOX2B.00023,PHOX2B.00024,PHOX2B.00028,PHOX2B.00029,PHOX2B.00033 PHOX2B.00004
Region_1 7.368038847190132e-12 2.778364648627946e-10 -0.025566425702765946 chr4 40749315 40752221 PHOX2B.00004,PHOX2B.00009,PHOX2B.00010,PHOX2B.00013,PHOX2B.00014,PHOX2B.00015,PHOX2B.00016,PHOX2B.00017,PHOX2B.00018,PHOX2B.00023,PHOX2B.00024,PHOX2B.00028,PHOX2B.00029,PHOX2B.00033 PHOX2B.00009
Region_1 7.368038847190132e-12 2.778364648627946e-10 -0.025566425702765946 chr4 40749315 40752221 PHOX2B.00004,PHOX2B.00009,PHOX2B.00010,PHOX2B.00013,PHOX2B.00014,PHOX2B.00015,PHOX2B.00016,PHOX2B.00017,PHOX2B.00018,PHOX2B.00023,PHOX2B.00024,PHOX2B.00028,PHOX2B.00029,PHOX2B.00033 PHOX2B.00010
Region_1 7.368038847190132e-12 2.778364648627946e-10 -0.025566425702765946 chr4 40749315 40752221 PHOX2B.00004,PHOX2B.00009,PHOX2B.00010,PHOX2B.00013,PHOX2B.00014,PHOX2B.00015,PHOX2B.00016,PHOX2B.00017,PHOX2B.00018,PHOX2B.00023,PHOX2B.00024,PHOX2B.00028,PHOX2B.00029,PHOX2B.00033 PHOX2B.00013
Region_1 7.368038847190132e-12 2.778364648627946e-10 -0.025566425702765946 chr4 40749315 40752221 PHOX2B.00004,PHOX2B.00009,PHOX2B.00010,PHOX2B.00013,PHOX2B.00014,PHOX2B.00015,PHOX2B.00016,PHOX2B.00017,PHOX2B.00018,PHOX2B.00023,PHOX2B.00024,PHOX2B.00028,PHOX2B.00029,PHOX2B.00033 PHOX2B.00014
Region_1 7.368038847190132e-12 2.778364648627946e-10 -0.025566425702765946 chr4 40749315 40752221 PHOX2B.00004,PHOX2B.00009,PHOX2B.00010,PHOX2B.00013,PHOX2B.00014,PHOX2B.00015,PHOX2B.00016,PHOX2B.00017,PHOX2B.00018,PHOX2B.00023,PHOX2B.00024,PHOX2B.00028,PHOX2B.00029,PHOX2B.00033 PHOX2B.00015
Region_1 7.368038847190132e-12 2.778364648627946e-10 -0.025566425702765946 chr4 40749315 40752221 PHOX2B.00004,PHOX2B.00009,PHOX2B.00010,PHOX2B.00013,PHOX2B.00014,PHOX2B.00015,PHOX2B.00016,PHOX2B.00017,PHOX2B.00018,PHOX2B.00023,PHOX2B.00024,PHOX2B.00028,PHOX2B.00029,PHOX2B.00033 PHOX2B.00016
Region_1 7.368038847190132e-12 2.778364648627946e-10 -0.025566425702765946 chr4 40749315 40752221 PHOX2B.00004,PHOX2B.00009,PHOX2B.00010,PHOX2B.00013,PHOX2B.00014,PHOX2B.00015,PHOX2B.00016,PHOX2B.00017,PHOX2B.00018,PHOX2B.00023,PHOX2B.00024,PHOX2B.00028,PHOX2B.00029,PHOX2B.00033 PHOX2B.00017
Region_1 7.368038847190132e-12 2.778364648627946e-10 -0.025566425702765946 chr4 40749315 40752221 PHOX2B.00004,PHOX2B.00009,PHOX2B.00010,PHOX2B.00013,PHOX2B.00014,PHOX2B.00015,PHOX2B.00016,PHOX2B.00017,PHOX2B.00018,PHOX2B.00023,PHOX2B.00024,PHOX2B.00028,PHOX2B.00029,PHOX2B.00033 PHOX2B.00018
Region_1 7.368038847190132e-12 2.778364648627946e-10 -0.025566425702765946 chr4 40749315 40752221 PHOX2B.00004,PHOX2B.00009,PHOX2B.00010,PHOX2B.00013,PHOX2B.00014,PHOX2B.00015,PHOX2B.00016,PHOX2B.00017,PHOX2B.00018,PHOX2B.00023,PHOX2B.00024,PHOX2B.00028,PHOX2B.00029,PHOX2B.00033 PHOX2B.00023
Region_1 7.368038847190132e-12 2.778364648627946e-10 -0.025566425702765946 chr4 40749315 40752221 PHOX2B.00004,PHOX2B.00009,PHOX2B.00010,PHOX2B.00013,PHOX2B.00014,PHOX2B.00015,PHOX2B.00016,PHOX2B.00017,PHOX2B.00018,PHOX2B.00023,PHOX2B.00024,PHOX2B.00028,PHOX2B.00029,PHOX2B.00033 PHOX2B.00024
Region_1 7.368038847190132e-12 2.778364648627946e-10 -0.025566425702765946 chr4 40749315 40752221 PHOX2B.00004,PHOX2B.00009,PHOX2B.00010,PHOX2B.00013,PHOX2B.00014,PHOX2B.00015,PHOX2B.00016,PHOX2B.00017,PHOX2B.00018,PHOX2B.00023,PHOX2B.00024,PHOX2B.00028,PHOX2B.00029,PHOX2B.00033 PHOX2B.00028
Region_1 7.368038847190132e-12 2.778364648627946e-10 -0.025566425702765946 chr4 40749315 40752221 PHOX2B.00004,PHOX2B.00009,PHOX2B.00010,PHOX2B.00013,PHOX2B.00014,PHOX2B.00015,PHOX2B.00016,PHOX2B.00017,PHOX2B.00018,PHOX2B.00023,PHOX2B.00024,PHOX2B.00028,PHOX2B.00029,PHOX2B.00033 PHOX2B.00029
Region_1 7.368038847190132e-12 2.778364648627946e-10 -0.025566425702765946 chr4 40749315 40752221 PHOX2B.00004,PHOX2B.00009,PHOX2B.00010,PHOX2B.00013,PHOX2B.00014,PHOX2B.00015,PHOX2B.00016,PHOX2B.00017,PHOX2B.00018,PHOX2B.00023,PHOX2B.00024,PHOX2B.00028,PHOX2B.00029,PHOX2B.00033 PHOX2B.00033
Region_2 0.06099519127329325 0.0828838560095051 0.012154958319392412 chr4 40753682 40754138 PHOX2B.00048,PHOX2B.00052 PHOX2B.00048
Region_2 0.06099519127329325 0.0828838560095051 0.012154958319392412 chr4 40753682 40754138 PHOX2B.00048,PHOX2B.00052 PHOX2B.00052
Region_3 0.003881527105701628 0.00730308114482323 0.022456371248916106 chr4 40755891 40756016 PHOX2B.00070,PHOX2B.00071 PHOX2B.00070
Region_3 0.003881527105701628 0.00730308114482323 0.022456371248916106 chr4 40755891 40756016 PHOX2B.00070,PHOX2B.00071 PHOX2B.00071
Region_4 0.42354019572553236 0.4663064198681348 0.004421429041491291 chr4 40756790 40756815 PHOX2B.00079 PHOX2B.00079
Region_5 0.007476830251329212 0.012913227819566674 -0.007819557298223903 chr4 40758213 40758365 PHOX2B.00093,PHOX2B.00094 PHOX2B.00093
Region_5 0.007476830251329212 0.012913227819566674 -0.007819557298223903 chr4 40758213 40758365 PHOX2B.00093,PHOX2B.00094 PHOX2B.00094
Region_6 8.48596431808613e-4 0.00201569493644828 -0.030066382688840616 chr4 40767877 40768050 PHOX2B.00190,PHOX2B.00191 PHOX2B.00190
Region_6 8.48596431808613e-4 0.00201569493644828 -0.030066382688840616 chr4 40767877 40768050 PHOX2B.00190,PHOX2B.00191 PHOX2B.00191
Region_7 0.03745853910192086 0.05363920551778225 -0.023202278273829827 chr4 40768907 40769346 PHOX2B.00200,PHOX2B.00204 PHOX2B.00200
Region_7 0.03745853910192086 0.05363920551778225 -0.023202278273829827 chr4 40768907 40769346 PHOX2B.00200,PHOX2B.00204 PHOX2B.00204
Region_8 9.044183784032682e-5 3.136010086034321e-4 -0.03333778167322833 chr4 40771571 40771613 PHOX2B.00227 PHOX2B.00227
Region_9 6.519593797709076e-5 2.4687164798856544e-4 -0.024790898871196235 chr4 40774318 40774403 PHOX2B.00254,PHOX2B.00255 PHOX2B.00254
Region_9 6.519593797709076e-5 2.4687164798856544e-4 -0.024790898871196235 chr4 40774318 40774403 PHOX2B.00254,PHOX2B.00255 PHOX2B.00255
Region_10 6.318674968044371e-5 2.412827361215256e-4 0.02915660506553062 chr4 40775102 40775126 PHOX2B.00262 PHOX2B.00262
Region_11 0.051301573794259474 0.07099070991407465 0.00909595069908292 chr4 40782282 40782324 PHOX2B.00334 PHOX2B.00334
Region_12 0.003989656031640569 0.007475442460941438 -0.017647604027557648 chr4 40788273 40788848 PHOX2B.00394,PHOX2B.00397,PHOX2B.00398,PHOX2B.00399 PHOX2B.00394
Region_12 0.003989656031640569 0.007475442460941438 -0.017647604027557648 chr4 40788273 40788848 PHOX2B.00394,PHOX2B.00397,PHOX2B.00398,PHOX2B.00399 PHOX2B.00397
Region_12 0.003989656031640569 0.007475442460941438 -0.017647604027557648 chr4 40788273 40788848 PHOX2B.00394,PHOX2B.00397,PHOX2B.00398,PHOX2B.00399 PHOX2B.00398
Region_12 0.003989656031640569 0.007475442460941438 -0.017647604027557648 chr4 40788273 40788848 PHOX2B.00394,PHOX2B.00397,PHOX2B.00398,PHOX2B.00399 PHOX2B.00399
Region_13 4.64125123322698e-10 9.334071924600926e-9 -0.023994600204917713 chr4 40790002 40790942 PHOX2B.00411,PHOX2B.00412,PHOX2B.00413,PHOX2B.00418,PHOX2B.00420 PHOX2B.00411
Region_13 4.64125123322698e-10 9.334071924600926e-9 -0.023994600204917713 chr4 40790002 40790942 PHOX2B.00411,PHOX2B.00412,PHOX2B.00413,PHOX2B.00418,PHOX2B.00420 PHOX2B.00412
Region_13 4.64125123322698e-10 9.334071924600926e-9 -0.023994600204917713 chr4 40790002 40790942 PHOX2B.00411,PHOX2B.00412,PHOX2B.00413,PHOX2B.00418,PHOX2B.00420 PHOX2B.00413
Region_13 4.64125123322698e-10 9.334071924600926e-9 -0.023994600204917713 chr4 40790002 40790942 PHOX2B.00411,PHOX2B.00412,PHOX2B.00413,PHOX2B.00418,PHOX2B.00420 PHOX2B.00418
Region_13 4.64125123322698e-10 9.334071924600926e-9 -0.023994600204917713 chr4 40790002 40790942 PHOX2B.00411,PHOX2B.00412,PHOX2B.00413,PHOX2B.00418,PHOX2B.00420 PHOX2B.00420
Region_14 0.1653083684003483 0.20326640407923263 -0.0075194768052334925 chr4 40792794 40792898 PHOX2B.00439,PHOX2B.00440 PHOX2B.00439
Region_14 0.1653083684003483 0.20326640407923263 -0.0075194768052334925 chr4 40792794 40792898 PHOX2B.00439,PHOX2B.00440 PHOX2B.00440
